order_item_id,order_id,product_id,quantity,unit_price,line_total
305,130,52,1,4.78,4.78
306,131,22,1,3.79,3.79
307,131,27,1,3.29,3.29
308,131,10,1,2.79,2.79
309,131,16,1,2.19,2.19
310,131,42,2,4.48,8.96
311,132,59,3,6.98,20.94
312,133,25,1,0.99,0.99
313,133,59,2,6.98,13.96
314,134,48,1,6.98,6.98
315,135,35,1,7.48,7.48
316,135,10,1,2.79,2.79
317,135,34,2,4.48,8.96
318,136,34,3,4.48,13.44
319,136,25,1,0.99,0.99
320,136,31,1,9.48,9.48
321,136,49,2,8.78,17.56
322,136,41,1,4.48,4.48
323,137,1,1,3.49,3.49
324,137,4,1,4.99,4.99
325,137,28,1,3.49,3.49
326,137,18,1,3.29,3.29
327,137,26,1,2.99,2.99
328,138,21,2,3.49,6.98
329,138,24,1,1.99,1.99
330,138,25,1,0.99,0.99
331,139,10,1,2.79,2.79
332,140,7,1,3.99,3.99
333,141,60,1,6.98,6.98
334,141,10,1,2.79,2.79
335,142,18,1,3.29,3.29
336,142,26,2,2.99,5.98
337,142,49,1,8.78,8.78
338,143,16,1,2.19,2.19
339,143,11,1,3.49,3.49
340,143,32,3,8.78,26.34
341,144,37,1,6.98,6.98
342,144,26,1,2.99,2.99
343,145,34,2,4.48,8.96
344,146,7,2,3.99,7.98
345,146,56,2,5.48,10.96
346,146,16,1,2.19,2.19
347,146,37,1,6.98,6.98
348,147,47,2,5.48,10.96
349,147,12,2,2.99,5.98
350,147,21,1,3.49,3.49
351,148,35,1,7.48,7.48
352,149,25,1,0.99,0.99
353,150,22,1,3.79,3.79
354,151,24,1,1.99,1.99
355,152,29,1,2.49,2.49
356,152,32,3,8.78,26.34
357,152,32,1,8.78,8.78
358,153,35,2,7.48,14.96
359,154,24,1,1.99,1.99
360,154,2,1,5.49,5.49
361,154,13,1,1.49,1.49
362,155,3,2,5.99,11.98
363,155,35,2,7.48,14.96
364,155,52,2,4.78,9.56
365,156,36,1,6.98,6.98
366,157,40,1,7.48,7.48
367,157,17,2,2.49,4.98
368,157,40,1,7.48,7.48
369,157,7,1,3.99,3.99
370,158,48,1,6.98,6.98
371,158,31,1,9.48,9.48
372,158,44,1,6.78,6.78
373,159,41,1,4.48,4.48
374,159,7,2,3.99,7.98
375,160,29,2,2.49,4.98
376,160,10,1,2.79,2.79
377,161,56,1,5.48,5.48
378,162,33,1,8.48,8.48
379,162,34,3,4.48,13.44
380,163,39,2,8.48,16.96
381,163,6,1,5.29,5.29
382,163,50,1,6.98,6.98
383,163,51,1,6.98,6.98
384,164,10,1,2.79,2.79
385,164,20,1,3.99,3.99
386,165,60,2,6.98,13.96
387,166,40,1,7.48,7.48
388,166,54,1,6.98,6.98
389,166,2,1,5.49,5.49
390,167,22,1,3.79,3.79
391,167,47,1,5.48,5.48
392,168,51,1,6.98,6.98
393,168,19,1,1.49,1.49
394,168,16,1,2.19,2.19
395,169,13,2,1.49,2.98
396,170,60,2,6.98,13.96
397,170,23,2,1.49,2.98
398,170,3,1,5.99,5.99
399,170,55,1,6.48,6.48
400,170,25,1,0.99,0.99
401,171,46,2,6.78,13.56
402,172,53,1,6.98,6.98
403,173,36,2,6.98,13.96
404,173,40,1,7.48,7.48
405,173,39,2,8.48,16.96
406,173,47,1,5.48,5.48
407,174,4,1,4.99,4.99
408,174,8,1,5.99,5.99
409,174,24,2,1.99,3.98
410,175,44,1,6.78,6.78
411,175,45,3,5.48,16.44
412,175,27,2,3.29,6.58
413,175,16,2,2.19,4.38
414,176,7,1,3.99,3.99
415,177,16,2,2.19,4.38
416,177,43,1,5.28,5.28
417,178,6,2,5.29,10.58
418,178,19,1,1.49,1.49
419,178,43,1,5.28,5.28
420,179,24,1,1.99,1.99
421,179,25,1,0.99,0.99
422,179,16,2,2.19,4.38
423,179,52,1,4.78,4.78
424,179,16,2,2.19,4.38
425,180,22,1,3.79,3.79
426,180,51,1,6.98,6.98
427,180,1,1,3.49,3.49
428,181,50,1,6.98,6.98
429,181,30,1,4.98,4.98
430,182,39,1,8.48,8.48
431,182,8,1,5.99,5.99
432,183,23,2,1.49,2.98
433,183,12,1,2.99,2.99
434,184,28,1,3.49,3.49
435,184,13,3,1.49,4.47
436,184,25,2,0.99,1.98
437,185,19,2,1.49,2.98
438,185,36,1,6.98,6.98
439,185,51,1,6.98,6.98
440,185,9,2,1.99,3.98
441,185,48,3,6.98,20.94
442,186,42,1,4.48,4.48
443,186,55,1,6.48,6.48
444,187,52,1,4.78,4.78
445,187,6,1,5.29,5.29
446,188,38,1,8.98,8.98
447,188,59,3,6.98,20.94
448,189,23,1,1.49,1.49
449,189,27,1,3.29,3.29
450,190,43,1,5.28,5.28
451,190,16,1,2.19,2.19
452,190,41,1,4.48,4.48
453,191,47,1,5.48,5.48
454,192,40,3,7.48,22.44
455,192,51,1,6.98,6.98
456,192,59,1,6.98,6.98
457,193,11,1,3.49,3.49
458,194,32,3,8.78,26.34
459,195,3,1,5.99,5.99
460,196,20,1,3.99,3.99
461,196,47,1,5.48,5.48
462,196,15,1,1.79,1.79
463,197,44,1,6.78,6.78
464,197,46,3,6.78,20.34
465,198,1,1,3.49,3.49
466,198,16,2,2.19,4.38
467,199,51,3,6.98,20.94
468,199,55,1,6.48,6.48
469,199,13,1,1.49,1.49
470,200,33,1,8.48,8.48
471,200,16,3,2.19,6.57
472,201,49,3,8.78,26.34
473,201,54,1,6.98,6.98
474,201,55,1,6.48,6.48
475,201,14,1,1.29,1.29
476,202,6,1,5.29,5.29
477,203,16,1,2.19,2.19
478,204,40,2,7.48,14.96
479,205,22,1,3.79,3.79
480,205,33,3,8.48,25.44
481,205,58,1,4.78,4.78
482,206,9,1,1.99,1.99
483,207,27,1,3.29,3.29
484,207,44,2,6.78,13.56
485,208,58,1,4.78,4.78
486,209,40,3,7.48,22.44
487,209,17,1,2.49,2.49
488,209,40,3,7.48,22.44
489,209,53,3,6.98,20.94
490,210,7,1,3.99,3.99
491,210,1,1,3.49,3.49
492,211,54,3,6.98,20.94
493,211,16,1,2.19,2.19
494,212,29,1,2.49,2.49
495,212,17,3,2.49,7.47
496,212,53,3,6.98,20.94
497,213,11,1,3.49,3.49
498,213,56,1,5.48,5.48
499,213,7,1,3.99,3.99
500,213,42,1,4.48,4.48
501,214,15,2,1.79,3.58
502,215,55,1,6.48,6.48
503,215,21,1,3.49,3.49
504,216,8,1,5.99,5.99
505,216,9,1,1.99,1.99
506,217,25,1,0.99,0.99
507,217,39,1,8.48,8.48
508,217,15,2,1.79,3.58
509,218,47,1,5.48,5.48
510,218,28,2,3.49,6.98
511,219,12,1,2.99,2.99
512,219,33,1,8.48,8.48
513,220,43,1,5.28,5.28
514,220,40,2,7.48,14.96
515,220,7,1,3.99,3.99
516,220,36,1,6.98,6.98
517,221,15,3,1.79,5.37
518,222,49,1,8.78,8.78
519,222,21,3,3.49,10.47
520,223,42,2,4.48,8.96
521,223,4,2,4.99,9.98
522,224,9,1,1.99,1.99
523,225,43,3,5.28,15.84
524,225,43,2,5.28,10.56
525,225,7,1,3.99,3.99
526,225,53,1,6.98,6.98
527,226,54,1,6.98,6.98
528,226,30,1,4.98,4.98
529,227,21,1,3.49,3.49
530,227,6,1,5.29,5.29
531,227,43,1,5.28,5.28
532,227,53,1,6.98,6.98
533,228,9,1,1.99,1.99
534,228,36,1,6.98,6.98
535,228,31,2,9.48,18.96
536,229,5,1,4.99,4.99
537,229,15,1,1.79,1.79
538,229,47,2,5.48,10.96
539,230,45,1,5.48,5.48
540,230,59,1,6.98,6.98
541,230,45,1,5.48,5.48
542,231,3,1,5.99,5.99
543,231,47,2,5.48,10.96
544,232,10,1,2.79,2.79
545,232,8,1,5.99,5.99
546,232,44,1,6.78,6.78
547,232,25,1,0.99,0.99
548,233,47,3,5.48,16.44
549,233,23,1,1.49,1.49
550,233,53,1,6.98,6.98
551,233,53,3,6.98,20.94
552,234,27,1,3.29,3.29
553,234,29,2,2.49,4.98
554,234,15,1,1.79,1.79
555,234,46,3,6.78,20.34
556,234,53,1,6.98,6.98
557,235,32,1,8.78,8.78
558,235,29,1,2.49,2.49
559,235,25,1,0.99,0.99
560,235,60,1,6.98,6.98
561,236,38,2,8.98,17.96
562,236,45,2,5.48,10.96
563,236,46,1,6.78,6.78
564,236,35,1,7.48,7.48
565,237,59,1,6.98,6.98
566,237,24,1,1.99,1.99
567,237,13,1,1.49,1.49
568,238,56,3,5.48,16.44
569,238,37,1,6.98,6.98
570,239,21,2,3.49,6.98
571,239,11,3,3.49,10.47
572,240,34,1,4.48,4.48
573,240,34,1,4.48,4.48
574,241,26,1,2.99,2.99
575,241,16,3,2.19,6.57
576,241,10,1,2.79,2.79
577,241,45,2,5.48,10.96
578,242,14,1,1.29,1.29
579,242,10,1,2.79,2.79
580,242,3,2,5.99,11.98
581,242,38,3,8.98,26.94
582,242,29,1,2.49,2.49
583,243,2,1,5.49,5.49
584,243,3,1,5.99,5.99
585,244,28,1,3.49,3.49
586,245,23,3,1.49,4.47
587,245,20,3,3.99,11.97
588,246,17,1,2.49,2.49
589,246,54,1,6.98,6.98
590,246,50,1,6.98,6.98
591,246,28,1,3.49,3.49
592,247,42,2,4.48,8.96
593,247,40,1,7.48,7.48
594,248,22,1,3.79,3.79
595,249,44,1,6.78,6.78
596,249,8,1,5.99,5.99
597,249,20,1,3.99,3.99
598,249,12,2,2.99,5.98
599,249,35,1,7.48,7.48
600,250,13,1,1.49,1.49
601,250,27,1,3.29,3.29
602,250,15,1,1.79,1.79
603,251,34,2,4.48,8.96
604,251,58,2,4.78,9.56
605,252,39,2,8.48,16.96
606,252,33,1,8.48,8.48
607,252,44,1,6.78,6.78
608,252,28,2,3.49,6.98
609,253,33,3,8.48,25.44
610,254,51,1,6.98,6.98
611,254,57,1,7.48,7.48
612,254,49,1,8.78,8.78
613,254,52,1,4.78,4.78
614,255,8,3,5.99,17.97
615,255,20,1,3.99,3.99
616,255,8,1,5.99,5.99
617,255,9,1,1.99,1.99
618,256,28,1,3.49,3.49
619,256,35,1,7.48,7.48
620,257,51,1,6.98,6.98
621,258,36,1,6.98,6.98
622,258,3,1,5.99,5.99
623,258,5,1,4.99,4.99
624,259,54,2,6.98,13.96
625,260,54,1,6.98,6.98
626,260,10,2,2.79,5.58
627,260,3,1,5.99,5.99
628,260,36,2,6.98,13.96
629,261,30,1,4.98,4.98
630,262,26,2,2.99,5.98
631,262,43,1,5.28,5.28
632,262,22,1,3.79,3.79
633,262,21,1,3.49,3.49
634,263,39,1,8.48,8.48
635,264,55,2,6.48,12.96
636,265,5,1,4.99,4.99
637,265,9,2,1.99,3.98
638,266,30,1,4.98,4.98
639,266,52,1,4.78,4.78
640,267,47,1,5.48,5.48
641,267,8,1,5.99,5.99
642,268,35,1,7.48,7.48
643,269,17,2,2.49,4.98
644,269,32,1,8.78,8.78
645,269,38,1,8.98,8.98
646,269,58,1,4.78,4.78
647,270,1,1,3.49,3.49
648,270,58,2,4.78,9.56
649,271,44,1,6.78,6.78
650,272,8,1,5.99,5.99
651,272,24,1,1.99,1.99
652,273,34,1,4.48,4.48
653,273,60,1,6.98,6.98
654,274,14,1,1.29,1.29
655,275,44,2,6.78,13.56
656,275,20,1,3.99,3.99
657,275,53,1,6.98,6.98
658,276,24,3,1.99,5.97
659,277,40,2,7.48,14.96
660,278,16,1,2.19,2.19
661,279,6,1,5.29,5.29
662,279,24,1,1.99,1.99
663,280,27,1,3.29,3.29
664,280,38,3,8.98,26.94
665,281,55,1,6.48,6.48
666,282,53,1,6.98,6.98
667,282,49,2,8.78,17.56
668,282,41,1,4.48,4.48
669,283,36,1,6.98,6.98
670,283,18,3,3.29,9.87
671,283,5,1,4.99,4.99
672,283,19,1,1.49,1.49
673,284,13,1,1.49,1.49
674,284,55,3,6.48,19.44
675,285,8,1,5.99,5.99
676,285,55,1,6.48,6.48
677,286,30,1,4.98,4.98
678,287,40,1,7.48,7.48
679,287,46,1,6.78,6.78
680,287,54,1,6.98,6.98
681,287,60,1,6.98,6.98
682,288,23,2,1.49,2.98
683,288,18,1,3.29,3.29
684,288,35,1,7.48,7.48
685,289,58,2,4.78,9.56
686,289,59,3,6.98,20.94
687,289,11,1,3.49,3.49
688,289,59,2,6.98,13.96
689,290,25,1,0.99,0.99
690,290,33,1,8.48,8.48
691,290,33,1,8.48,8.48
692,290,15,1,1.79,1.79
693,290,16,1,2.19,2.19
694,291,30,2,4.98,9.96
695,292,32,1,8.78,8.78
696,292,44,1,6.78,6.78
697,292,39,3,8.48,25.44
698,292,52,1,4.78,4.78
699,292,9,1,1.99,1.99
700,293,59,1,6.98,6.98
701,294,48,2,6.98,13.96
702,294,59,1,6.98,6.98
703,295,38,3,8.98,26.94
704,296,40,2,7.48,14.96
705,296,56,1,5.48,5.48
706,296,14,2,1.29,2.58
707,297,32,1,8.78,8.78
708,298,44,1,6.78,6.78
709,298,48,1,6.98,6.98
710,298,25,2,0.99,1.98
711,299,49,1,8.78,8.78
712,300,25,1,0.99,0.99
713,300,23,1,1.49,1.49
714,301,39,1,8.48,8.48
715,301,34,1,4.48,4.48
716,302,52,1,4.78,4.78
717,303,40,1,7.48,7.48
718,303,33,1,8.48,8.48
719,303,34,2,4.48,8.96
720,303,44,3,6.78,20.34
721,304,55,2,6.48,12.96
722,304,51,3,6.98,20.94
723,305,20,1,3.99,3.99
724,306,23,2,1.49,2.98
725,306,24,2,1.99,3.98
726,307,34,1,4.48,4.48
727,307,42,1,4.48,4.48
728,307,22,2,3.79,7.58
729,307,5,1,4.99,4.99
730,308,43,1,5.28,5.28
731,308,58,1,4.78,4.78
732,308,53,1,6.98,6.98
733,309,38,1,8.98,8.98
734,309,22,1,3.79,3.79
735,309,43,1,5.28,5.28
736,310,29,1,2.49,2.49
737,310,20,1,3.99,3.99
738,311,13,1,1.49,1.49
739,311,7,2,3.99,7.98
740,311,8,1,5.99,5.99
741,312,11,1,3.49,3.49
742,312,31,1,9.48,9.48
743,312,12,3,2.99,8.97
744,313,17,1,2.49,2.49
745,313,35,1,7.48,7.48
746,313,1,1,3.49,3.49
747,313,29,1,2.49,2.49
748,314,21,3,3.49,10.47
749,314,45,1,5.48,5.48
750,315,37,1,6.98,6.98
751,315,50,1,6.98,6.98
752,315,15,1,1.79,1.79
753,315,12,1,2.99,2.99
754,315,49,1,8.78,8.78
755,316,23,1,1.49,1.49
756,316,33,1,8.48,8.48
757,317,33,3,8.48,25.44
758,318,6,1,5.29,5.29
759,319,46,1,6.78,6.78
760,319,35,2,7.48,14.96
761,319,23,1,1.49,1.49
762,319,10,1,2.79,2.79
763,320,57,1,7.48,7.48
764,320,34,1,4.48,4.48
765,321,7,1,3.99,3.99
766,321,50,2,6.98,13.96
767,321,52,1,4.78,4.78
768,321,26,2,2.99,5.98
769,321,26,1,2.99,2.99
770,322,13,1,1.49,1.49
771,322,12,1,2.99,2.99
772,322,10,3,2.79,8.37
773,322,1,1,3.49,3.49
774,323,3,1,5.99,5.99
775,323,54,1,6.98,6.98
776,324,34,1,4.48,4.48
777,324,8,2,5.99,11.98
778,324,10,3,2.79,8.37
779,324,48,1,6.98,6.98
780,324,55,1,6.48,6.48
781,325,23,3,1.49,4.47
782,325,46,2,6.78,13.56
783,325,23,2,1.49,2.98
784,325,35,2,7.48,14.96
785,325,39,1,8.48,8.48
786,326,54,1,6.98,6.98
787,326,13,2,1.49,2.98
788,326,44,1,6.78,6.78
789,326,47,1,5.48,5.48
790,327,51,1,6.98,6.98
791,328,48,1,6.98,6.98
792,328,12,3,2.99,8.97
793,328,23,2,1.49,2.98
794,329,45,2,5.48,10.96
795,329,50,1,6.98,6.98
796,329,35,1,7.48,7.48
797,330,5,1,4.99,4.99
798,330,60,1,6.98,6.98
799,331,18,1,3.29,3.29
800,331,21,2,3.49,6.98
801,332,25,1,0.99,0.99
802,332,52,1,4.78,4.78
803,333,4,1,4.99,4.99
804,333,34,1,4.48,4.48
805,333,56,1,5.48,5.48
806,333,6,1,5.29,5.29
807,333,28,3,3.49,10.47
808,334,6,2,5.29,10.58
809,334,5,3,4.99,14.97
810,334,57,1,7.48,7.48
811,335,3,1,5.99,5.99
812,335,48,1,6.98,6.98
813,336,19,1,1.49,1.49
814,336,59,1,6.98,6.98
815,336,8,1,5.99,5.99
816,337,39,3,8.48,25.44
817,337,45,2,5.48,10.96
818,338,48,2,6.98,13.96
819,338,59,3,6.98,20.94
820,338,26,1,2.99,2.99
821,339,23,1,1.49,1.49
822,339,46,1,6.78,6.78
823,339,52,2,4.78,9.56
824,340,48,1,6.98,6.98
825,340,29,3,2.49,7.47
826,341,42,1,4.48,4.48
827,341,5,1,4.99,4.99
828,342,40,1,7.48,7.48
829,342,31,2,9.48,18.96
830,342,41,2,4.48,8.96
831,343,34,1,4.48,4.48
832,344,45,1,5.48,5.48
833,344,44,3,6.78,20.34
834,345,49,1,8.78,8.78
835,345,60,1,6.98,6.98
836,345,37,3,6.98,20.94
837,346,17,1,2.49,2.49
838,346,60,1,6.98,6.98
839,347,8,1,5.99,5.99
840,347,1,1,3.49,3.49
841,348,24,2,1.99,3.98
842,348,28,1,3.49,3.49
843,349,37,2,6.98,13.96
844,349,26,1,2.99,2.99
845,349,15,1,1.79,1.79
846,350,31,1,9.48,9.48
847,350,41,1,4.48,4.48
848,351,56,1,5.48,5.48
849,351,51,3,6.98,20.94
850,351,13,2,1.49,2.98
851,352,36,1,6.98,6.98
852,352,52,1,4.78,4.78
853,352,10,2,2.79,5.58
854,352,28,1,3.49,3.49
855,353,46,1,6.78,6.78
856,354,7,1,3.99,3.99
857,354,36,1,6.98,6.98
858,354,14,1,1.29,1.29
859,354,56,2,5.48,10.96
860,354,48,3,6.98,20.94
861,355,54,1,6.98,6.98
862,355,5,2,4.99,9.98
863,356,51,1,6.98,6.98
864,357,24,3,1.99,5.97
865,357,35,2,7.48,14.96
866,358,42,1,4.48,4.48
867,359,56,2,5.48,10.96
868,359,36,3,6.98,20.94
869,360,6,1,5.29,5.29
870,360,12,1,2.99,2.99
871,361,20,3,3.99,11.97
